deal_id,account,pipeline,stage,deal_value,sales_rep,deal_created,deal_closed,deal_activities_done,account_tier,account_province,account_store_type,account_tax_status,account_discount_pct,account_payment_terms,account_activities_done,account_deals_won
1321,Account 0122,Orders,Shipped,19158.0,Rep C,2022-01-25,2022-02-03,0,Standard,AMBA Norte,Art supply store,VAT registered,22.0,Upfront,17.0,10.0
1322,Account 0447,Orders,Shipped,19094.0,Rep A,2022-05-13,2022-05-26,0,Low,CABA,Workshop,Final consumer,7.0,,6.0,2.0
1323,Account 0448,Orders,Shipped,18209.0,Rep A,2021-10-28,2021-11-03,0,Low,AMBA Sur,Workshop,Simplified regime,7.0,,8.0,1.0
1324,Account 0449,Orders,Shipped on credit,19689.0,Rep A,2022-12-06,2023-01-04,2,Low,AMBA Norte,Workshop,Simplified regime,7.0,Upfront,9.0,13.0
1325,Account 0450,Orders,Shipped,18795.0,Rep A,2022-04-18,2022-05-11,0,Low,Tucuman,Workshop,Final consumer,15.0,,7.0,2.0
1326,Account 0082,Orders,Shipped on credit,19836.0,Rep A,2021-11-17,2022-05-02,0,Potential,AMBA Sur,Art supply store,VAT registered,22.0,Upfront,16.0,6.0
1327,Account 0240,Orders,Shipped,18807.0,Rep A,2022-09-15,2022-09-27,0,Key,Misiones,Paint store,Simplified regime,28.0,Upfront,12.0,6.0
1328,Account 0255,Orders,Shipped,19156.0,Rep C,2023-02-06,2023-02-08,0,Low,BA Norte,Art supply store,Simplified regime,15.0,,2.0,3.0
1329,Account 0192,Orders,Shipped on credit,18582.0,Rep A,2021-10-22,2021-12-10,1,Key,Santa Fe,Workshop,Simplified regime,22.0,30 days,14.0,12.0
1330,Account 0146,Orders,Shipped,18361.0,Rep A,2022-12-06,2022-12-15,4,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,10.0,5.0
1331,Account 0122,Orders,Shipped,19526.0,Rep A,2022-07-06,2022-07-27,2,Standard,AMBA Norte,Art supply store,VAT registered,22.0,Upfront,17.0,10.0
1332,Account 0233,Orders,Shipped,18990.0,Rep A,2022-10-26,2022-11-01,0,Low,Santa Cruz,Other,VAT registered,15.0,,2.0,2.0
1333,Account 0089,Orders,Shipped,19037.0,Rep A,2021-11-12,2021-12-29,0,Potential,Santa Cruz,Paint store,VAT registered,15.0,,12.0,3.0
1334,Account 0050,Orders,Shipped,19811.0,Rep A,2022-01-04,2022-01-12,0,Potential,AMBA Sur,Paint store,VAT registered,22.0,Upfront,15.0,7.0
1335,Account 0368,Orders,Shipped,19779.0,Rep A,2022-07-22,2022-08-08,0,Standard,AMBA Norte,Paint store,VAT registered,15.0,Upfront,6.0,9.0
1336,Account 0306,Orders,Shipped,19539.0,Rep A,2022-02-17,2022-03-07,0,Key,La Pampa,Other,VAT registered,15.0,Upfront,12.0,12.0
1337,Account 0161,Orders,Shipped,18278.0,Rep A,2023-02-06,2023-02-09,3,Standard,Santa Fe,Workshop,Final consumer,15.0,Upfront,11.0,6.0
1338,Account 0202,Orders,Shipped,19039.0,Rep B,2023-01-18,2023-01-20,0,Standard,BA Norte,Workshop,Simplified regime,28.0,,7.0,10.0
1339,Account 0451,Orders,Shipped,19534.0,Rep A,2022-11-04,2022-11-10,0,Standard,AMBA Norte,Art supply store,Simplified regime,15.0,Upfront,11.0,7.0
1340,Account 0452,Orders,Shipped,18584.0,Rep B,2023-03-14,2023-03-17,1,Standard,Corrientes,Workshop,Simplified regime,15.0,,4.0,7.0
1341,Account 0272,Orders,Shipped,18060.0,Rep B,2022-09-12,2022-09-23,1,Standard,BA Atlantico,Art supply store,Simplified regime,7.0,Upfront,6.0,4.0
1342,Account 0453,Orders,Shipped,19357.0,Rep A,2022-11-16,2022-11-22,0,Low,AMBA Sur,Art supply store,VAT registered,15.0,,3.0,5.0
1343,Account 0238,Orders,Shipped,18734.0,Rep A,2022-03-31,2022-05-02,0,Standard,Santa Fe,Art supply store,Final consumer,15.0,,11.0,8.0
1344,Account 0454,Orders,Shipped,18877.0,Rep B,2022-10-19,2022-10-28,1,Low,AMBA Sur,Other,VAT registered,15.0,Upfront,4.0,2.0
1345,Account 0455,Orders,Shipped,19649.0,Rep C,2022-01-28,2022-03-10,1,Churned,Entre Rios,Other,Simplified regime,7.0,Upfront,6.0,2.0
1346,Account 0190,Orders,Shipped,18940.0,Rep A,2022-06-24,2022-07-22,5,Standard,AMBA Sur,Art supply store,Simplified regime,28.0,Upfront,14.0,5.0
1347,Account 0197,Orders,Shipped,18598.0,Rep C,2022-02-01,2022-02-10,1,Potential,Mendoza,Paint store,VAT registered,28.0,,14.0,4.0
1348,Account 0192,Orders,Shipped on credit,18491.0,Rep A,2022-11-22,2022-12-29,1,Key,Santa Fe,Workshop,Simplified regime,22.0,30 days,14.0,12.0
1349,Account 0087,Orders,Shipped,18573.0,Rep A,2021-12-20,2022-01-11,0,Standard,AMBA Norte,Workshop,Simplified regime,22.0,Upfront,11.0,14.0
1350,Account 0456,Orders,Shipped,18012.0,Rep A,2022-06-23,2022-07-07,0,Low,San Juan,Other,Simplified regime,7.0,Upfront,4.0,2.0
1351,Account 0054,Orders,Shipped,19256.0,Rep A,2022-12-27,2023-01-05,1,Key,AMBA Norte,Distributor,VAT registered,22.0,Upfront,10.0,7.0
1352,Account 0292,Orders,Shipped on credit,19305.0,Rep A,2021-11-17,2022-03-31,0,Standard,AMBA Norte,Workshop,Simplified regime,7.0,30 days,12.0,9.0
1353,Account 0132,Orders,Shipped,18261.0,Rep A,2021-11-17,2022-02-15,0,Potential,Tucuman,Art supply store,Final consumer,28.0,,30.0,9.0
1354,Account 0277,Orders,Shipped,18290.0,Rep A,2022-10-25,2022-11-01,0,Potential,CABA,Art supply store,VAT registered,28.0,Upfront,15.0,20.0
1355,Account 0342,Orders,Shipped,19343.0,Rep A,2022-03-31,2022-05-11,3,Standard,Cordoba,Art supply store,Simplified regime,15.0,Upfront,12.0,5.0
1356,Account 0278,Orders,Shipped,17756.0,Rep C,2022-03-11,2022-03-18,0,Potential,Santa Fe,Paint store,VAT registered,28.0,Upfront,11.0,11.0
1357,Account 0278,Orders,Shipped,18680.0,Rep A,2022-10-13,2022-10-24,4,Potential,Santa Fe,Paint store,VAT registered,28.0,Upfront,11.0,11.0
1358,Account 0382,Orders,Shipped,18562.0,Rep A,2022-07-13,2022-07-26,0,Standard,AMBA Norte,Other,VAT registered,15.0,,12.0,5.0
1359,Account 0349,Orders,Shipped,18975.0,Rep A,2021-11-12,2022-01-12,0,Low,AMBA Norte,Workshop,VAT registered,7.0,Upfront,5.0,7.0
1360,Account 0280,Orders,Shipped,17991.0,Rep A,2021-11-17,2022-02-15,0,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,11.0,3.0
1361,Account 0409,Orders,Shipped,18912.0,Rep C,2022-06-22,2022-07-18,1,Standard,CABA,Other,Simplified regime,22.0,Upfront,17.0,53.0
1362,Account 0457,Orders,Shipped on credit,18365.0,Rep B,2022-09-29,2022-10-04,4,Low,San Luis,Workshop,Final consumer,7.0,,6.0,3.0
1363,Account 0409,Orders,Shipped,18814.0,Rep A,2023-03-08,2023-03-09,0,Standard,CABA,Other,Simplified regime,22.0,Upfront,17.0,53.0
1364,Account 0107,Orders,Shipped,17732.0,Rep A,2021-12-06,2022-01-10,0,Standard,AMBA Norte,Paint store,Simplified regime,15.0,Upfront,12.0,5.0
1365,Account 0358,Orders,Shipped,18500.0,Rep C,2023-03-15,2023-03-17,0,Low,La Pampa,Other,Simplified regime,0.0,,3.0,2.0
1366,Account 0195,Orders,Shipped,18607.0,Rep A,2021-11-17,2022-02-15,0,Potential,BA Centro,Paint store,VAT registered,22.0,,15.0,12.0
1367,Account 0202,Orders,Shipped,18023.0,Rep A,2022-11-15,2022-11-22,0,Standard,BA Norte,Workshop,Simplified regime,28.0,,7.0,10.0
1368,Account 0349,Orders,Shipped,17875.0,Rep A,2022-09-14,2022-09-27,2,Low,AMBA Norte,Workshop,VAT registered,7.0,Upfront,5.0,7.0
1369,Account 0389,Orders,Shipped,17918.0,Rep A,2022-04-04,2022-05-04,0,Standard,AMBA Sur,Art supply store,VAT registered,15.0,Upfront,12.0,12.0
1370,Account 0134,Orders,Shipped,18204.0,Rep A,2022-05-13,2022-06-21,2,Churned,CABA,Art supply store,VAT registered,7.0,,11.0,3.0
1371,Account 0154,Orders,Shipped,17744.0,Rep C,2023-01-16,2023-01-17,0,Standard,BA Este,Other,VAT registered,22.0,,4.0,3.0
1372,Account 0222,Orders,Shipped on credit,19273.0,Rep C,2023-03-27,2023-04-05,1,Standard,BA Norte,Other,Final consumer,7.0,,5.0,2.0
1373,Account 0306,Orders,Shipped,18270.0,Rep A,2023-03-31,2023-04-04,3,Key,La Pampa,Other,VAT registered,15.0,Upfront,12.0,12.0
1374,Account 0202,Orders,Shipped,19009.0,Rep A,2021-11-15,2021-12-29,0,Standard,BA Norte,Workshop,Simplified regime,28.0,,7.0,10.0
1375,Account 0180,Orders,Shipped,19286.0,Rep A,2021-12-28,2022-01-21,0,Potential,AMBA Norte,Workshop,Final consumer,22.0,30 days,16.0,14.0
1376,Account 0186,Orders,Shipped,17571.0,Rep A,2022-12-22,2023-02-10,0,Standard,Santiago del Estero,Workshop,Simplified regime,22.0,,13.0,8.0
1377,Account 0306,Orders,Shipped,18606.0,Rep B,2023-02-13,2023-02-15,2,Key,La Pampa,Other,VAT registered,15.0,Upfront,12.0,12.0
1378,Account 0299,Orders,Shipped,18992.0,Rep A,2022-09-13,2022-09-23,0,Churned,BA Este,Other,Final consumer,22.0,Upfront,6.0,10.0
1379,Account 0278,Orders,Shipped,18548.0,Rep A,2022-04-21,2022-05-09,0,Potential,Santa Fe,Paint store,VAT registered,28.0,Upfront,11.0,11.0
1380,,Active customers,Won customer,18170.0,Rep C,2021-02-11,2022-09-09,17,,,,,,,,
1381,,Active customers,Won customer,18174.0,Rep C,2021-10-16,2022-10-31,0,,,,,,,,
1382,,Active customers,Won customer,17451.0,Rep C,2022-03-07,2022-10-31,10,,,,,,,,
1383,,Active customers,Won customer,18363.0,Rep C,2022-03-17,2022-10-31,10,,,,,,,,
1384,,Active customers,Won customer,19203.0,Rep C,2022-04-11,2022-10-31,2,,,,,,,,
1385,,Active customers,Won customer,19139.0,Rep C,2022-04-12,2022-10-31,9,,,,,,,,
1386,,Active customers,Won customer,17459.0,Rep C,2022-04-18,2022-10-31,12,,,,,,,,
1387,Account 0356,Orders,Shipped,18648.0,Rep A,2022-11-24,2022-12-06,3,Standard,Santa Cruz,Workshop,Simplified regime,7.0,Upfront,9.0,8.0
1388,Account 0029,Orders,Shipped on credit,17888.0,Rep A,2022-03-07,2022-05-11,1,Strategic,CABA,Art supply store,VAT registered,28.0,Open account,16.0,18.0
1389,Account 0185,Orders,Shipped on credit,18977.0,Rep A,2022-03-25,2022-05-02,0,Key,CABA,Art supply store,VAT registered,22.0,30 days,15.0,39.0
1390,Account 0184,Orders,Shipped,17405.0,Rep A,2022-04-01,2022-05-02,0,Churned,AMBA Norte,Paint store,VAT registered,7.0,,10.0,2.0
1391,Account 0265,Orders,Shipped,19024.0,Rep A,2022-11-02,2022-11-04,4,Potential,AMBA Norte,Workshop,Simplified regime,22.0,,10.0,8.0
1392,Account 0138,Orders,Shipped,18836.0,Rep A,2021-11-23,2021-12-07,0,Key,Rio Negro,Art supply store,Simplified regime,22.0,Upfront,13.0,10.0
1393,Account 0424,Orders,Shipped,17500.0,Rep A,2022-07-06,2022-07-27,1,Standard,Entre Rios,Paint store,VAT registered,7.0,,10.0,6.0
1394,Account 0240,Orders,Shipped,17388.0,Rep A,2021-12-07,2022-01-11,0,Key,Misiones,Paint store,Simplified regime,28.0,Upfront,12.0,6.0
1395,Account 0019,Orders,Shipped on credit,18769.0,Rep B,2022-11-04,2022-12-20,3,Potential,BA Norte,Art supply store,VAT registered,28.0,,9.0,3.0
1396,Account 0231,Orders,Shipped,17505.0,Rep A,2022-06-29,2022-07-18,3,Standard,Jujuy,Art supply store,Simplified regime,22.0,Upfront,10.0,11.0
1397,Account 0327,Orders,Shipped,18188.0,Rep B,2023-03-13,2023-03-15,2,Low,Corrientes,Art supply store,Simplified regime,7.0,,4.0,4.0
1398,Account 0458,Orders,Shipped,18870.0,Rep A,2022-12-27,2023-01-02,0,Low,CABA,Art supply store,Simplified regime,7.0,Upfront,10.0,5.0
1399,Account 0216,Orders,Shipped,18181.0,Rep B,2022-09-30,2022-10-13,0,Potential,Entre Rios,Workshop,Simplified regime,15.0,Upfront,13.0,9.0
1400,Account 0185,Orders,Shipped on credit,17845.0,Rep A,2022-08-02,2022-08-17,0,Key,CABA,Art supply store,VAT registered,22.0,30 days,15.0,39.0
1401,Account 0086,Orders,Shipped on credit,17883.0,Rep A,2023-03-07,2023-04-10,1,Standard,CABA,Workshop,Simplified regime,22.0,Open account,21.0,12.0
1402,Account 0072,Orders,Shipped,17169.0,Rep B,2023-03-16,2023-03-27,1,Potential,San Luis,Art supply store,Simplified regime,22.0,,4.0,3.0
1403,Account 0185,Orders,Shipped on credit,18755.0,Rep A,2023-01-23,2023-02-24,1,Key,CABA,Art supply store,VAT registered,22.0,30 days,15.0,39.0
1404,Account 0258,Orders,Shipped on credit,17575.0,Rep A,2022-05-04,2022-05-24,1,Potential,AMBA Sur,Art supply store,VAT registered,22.0,,10.0,5.0
1405,Account 0328,Orders,Shipped,17354.0,Rep B,2023-03-22,2023-03-29,1,Low,Chubut,Workshop,VAT registered,7.0,,7.0,4.0
1406,Account 0430,Orders,Shipped,17507.0,Rep A,2021-11-12,2021-12-29,0,Standard,Catamarca,Art supply store,Simplified regime,15.0,Upfront,9.0,5.0
1407,Account 0192,Orders,Shipped on credit,18707.0,Rep A,2022-10-17,2022-11-08,6,Key,Santa Fe,Workshop,Simplified regime,22.0,30 days,14.0,12.0
1408,Account 0216,Orders,Shipped,17150.0,Rep A,2022-03-07,2022-03-17,0,Potential,Entre Rios,Workshop,Simplified regime,15.0,Upfront,13.0,9.0
1409,Account 0277,Orders,Shipped,18491.0,Rep A,2021-11-18,2022-01-12,0,Potential,CABA,Art supply store,VAT registered,28.0,Upfront,15.0,20.0
1410,Account 0459,Orders,Shipped,18195.0,Rep A,2022-07-28,2022-08-08,0,Low,AMBA Norte,Workshop,Simplified regime,7.0,Upfront,7.0,1.0
1411,Account 0185,Orders,Shipped on credit,18406.0,Rep A,2022-04-25,2022-06-15,1,Key,CABA,Art supply store,VAT registered,22.0,30 days,15.0,39.0
1412,Account 0024,Orders,Shipped,18648.0,Rep A,2022-05-11,2022-05-12,0,Strategic,CABA,Paint store,VAT registered,28.0,Upfront,13.0,33.0
1413,Account 0319,Orders,Shipped,18396.0,Rep A,2023-02-02,2023-02-06,0,Standard,AMBA Sur,Other,Final consumer,22.0,Upfront,12.0,13.0
1414,Account 0389,Orders,Shipped,18573.0,Rep A,2022-11-23,2022-12-07,0,Standard,AMBA Sur,Art supply store,VAT registered,15.0,Upfront,12.0,12.0
1415,Account 0216,Orders,Shipped,17115.0,Rep A,2021-12-06,2022-01-10,0,Potential,Entre Rios,Workshop,Simplified regime,15.0,Upfront,13.0,9.0
1416,Account 0335,Orders,Shipped,18293.0,Rep A,2022-06-07,2022-06-15,0,Standard,BA Norte,Workshop,Final consumer,7.0,Upfront,6.0,3.0
1417,Account 0083,Orders,Shipped,17823.0,Rep A,2023-03-15,2023-03-21,0,Key,AMBA Norte,Art supply store,Simplified regime,7.0,Upfront,9.0,7.0
1418,Account 0277,Orders,Shipped,17818.0,Rep A,2022-05-20,2022-07-04,0,Potential,CABA,Art supply store,VAT registered,28.0,Upfront,15.0,20.0
1419,Account 0132,Orders,Shipped,18359.0,Rep A,2022-11-14,2022-11-24,1,Potential,Tucuman,Art supply store,Final consumer,28.0,,30.0,9.0
1420,Account 0379,Orders,Shipped,18454.0,Rep B,2022-09-21,2022-10-03,2,Low,Entre Rios,Workshop,Final consumer,7.0,,6.0,4.0
1421,Account 0095,Orders,Shipped,17962.0,Rep A,2021-12-14,2021-12-23,0,Churned,Cordoba,Other,VAT registered,15.0,,17.0,3.0
1422,Account 0432,Orders,Shipped,17504.0,Rep A,2022-04-28,2022-05-10,0,Standard,Entre Rios,Workshop,VAT registered,0.0,,9.0,2.0
1423,Account 0333,Orders,Shipped,17455.0,Rep A,2022-02-21,2022-03-15,0,Key,AMBA Sur,Workshop,Final consumer,15.0,Upfront,8.0,5.0
1424,Account 0160,Orders,Shipped,17313.0,Rep A,2022-06-14,2022-07-07,2,Potential,BA Norte,Paint store,VAT registered,22.0,,7.0,6.0
1425,Account 0161,Orders,Shipped,17267.0,Rep A,2022-06-30,2022-07-18,0,Standard,Santa Fe,Workshop,Final consumer,15.0,Upfront,11.0,6.0
1426,Account 0413,Orders,Shipped,17269.0,Rep A,2021-11-01,2021-11-05,0,Standard,BA Sur,Workshop,Simplified regime,15.0,Upfront,10.0,12.0
1427,Account 0144,Orders,Shipped,16741.0,Rep C,2022-08-16,2022-08-30,6,Standard,BA Atlantico,Art supply store,VAT registered,15.0,Upfront,8.0,4.0
1428,Account 0435,Orders,Shipped,16717.0,Rep A,2022-08-04,2022-08-23,3,Standard,Cordoba,Workshop,VAT registered,,Upfront,12.0,4.0
1429,Account 0240,Orders,Shipped,17932.0,Rep A,2022-06-24,2022-07-07,0,Key,Misiones,Paint store,Simplified regime,28.0,Upfront,12.0,6.0
1430,Account 0290,Orders,Shipped,17349.0,Rep A,2023-01-12,2023-01-26,8,Standard,La Rioja,Workshop,Final consumer,28.0,Upfront,8.0,4.0
1431,Account 0321,Orders,Shipped,18189.0,Rep C,2022-04-11,2022-05-06,4,Churned,Tucuman,Other,Final consumer,28.0,,16.0,5.0
1432,Account 0460,Orders,Shipped,17633.0,Rep A,2022-09-05,2022-10-24,0,Standard,AMBA Norte,Art supply store,Simplified regime,28.0,Upfront,7.0,7.0
1433,Account 0274,Orders,Shipped,16618.0,Rep B,2022-10-31,2022-11-02,7,Standard,BA Atlantico,Art supply store,Simplified regime,7.0,,16.0,2.0
1434,Account 0431,Orders,Shipped,16814.0,Rep C,2022-07-21,2022-08-09,1,Standard,AMBA Norte,Workshop,Final consumer,22.0,Upfront,10.0,7.0
1435,Account 0185,Orders,Shipped on credit,16882.0,Rep A,2022-11-22,2022-11-25,1,Key,CABA,Art supply store,VAT registered,22.0,30 days,15.0,39.0
1436,Account 0103,Orders,Shipped,18196.0,Rep A,2021-11-30,2022-01-11,0,Standard,BA Norte,Art supply store,Simplified regime,28.0,Upfront,7.0,8.0
1437,Account 0094,Orders,Shipped,16851.0,Rep A,2022-07-20,2022-07-27,0,Standard,CABA,Paint store,VAT registered,22.0,Upfront,10.0,6.0
1438,Account 0170,Orders,Shipped,17357.0,Rep A,2021-10-29,2021-11-09,0,Potential,Chubut,Art supply store,Simplified regime,28.0,,19.0,8.0
1439,Account 0278,Orders,Picking,18067.0,Rep A,2022-07-14,2022-07-27,0,Potential,Santa Fe,Paint store,VAT registered,28.0,Upfront,11.0,11.0
1440,Account 0375,Orders,Shipped,18130.0,Rep A,2023-03-13,2023-03-14,2,Standard,Santa Fe,Workshop,Simplified regime,15.0,Upfront,11.0,8.0
1441,Account 0368,Orders,Shipped,16776.0,Rep A,2021-10-22,2021-10-28,0,Standard,AMBA Norte,Paint store,VAT registered,15.0,Upfront,6.0,9.0
1442,Account 0461,Orders,Shipped,16409.0,Rep C,2022-09-02,2022-09-19,0,Low,Santa Fe,Art supply store,Final consumer,15.0,Upfront,5.0,2.0
1443,Account 0363,Orders,Shipped,16584.0,Rep A,2021-12-29,2022-01-12,0,Standard,Santa Fe,Workshop,Simplified regime,15.0,,15.0,7.0
1444,Account 0197,Orders,Shipped,16411.0,Rep A,2022-11-18,2023-01-02,4,Potential,Mendoza,Paint store,VAT registered,28.0,,14.0,4.0
1445,Account 0415,Orders,Shipped,16612.0,Rep A,2022-04-13,2022-05-06,0,Standard,San Luis,Paint store,VAT registered,15.0,Upfront,7.0,9.0
1446,Account 0462,Orders,Shipped,17239.0,Rep A,2022-03-07,2022-03-18,0,Low,Santa Fe,Workshop,Final consumer,15.0,Upfront,8.0,5.0
1447,Account 0178,Orders,Shipped,17826.0,Rep C,2022-02-08,2022-02-11,1,Standard,BA Norte,Other,VAT registered,28.0,Upfront,6.0,10.0
1448,Account 0158,Orders,Shipped,17174.0,Rep A,2022-11-16,2022-11-24,2,Standard,Santa Fe,Art supply store,Simplified regime,22.0,Upfront,9.0,7.0
1449,Account 0278,Orders,Shipped,17325.0,Rep A,2022-01-06,2022-01-12,0,Potential,Santa Fe,Paint store,VAT registered,28.0,Upfront,11.0,11.0
1450,Account 0463,Orders,Shipped,16578.0,Rep A,2022-12-15,2022-12-21,0,Low,AMBA Norte,Art supply store,Final consumer,7.0,,4.0,4.0
1451,,Active customers,Won customer,17593.0,Rep C,2021-10-15,2022-10-31,2,,,,,,,,
1452,Account 0247,Orders,Shipped,17256.0,Rep A,2022-11-23,2022-12-06,2,Standard,Corrientes,Other,Simplified regime,15.0,Upfront,8.0,4.0
1453,Account 0464,Orders,Shipped,17669.0,Rep A,2022-06-13,2022-07-11,4,Low,BA Atlantico,Art supply store,Simplified regime,,Upfront,9.0,2.0
1454,Account 0040,Orders,Shipped on credit,17744.0,Rep A,2021-12-15,2022-01-21,0,Strategic,Santiago del Estero,Paint store,VAT registered,22.0,,18.0,7.0
1455,Account 0324,Orders,Shipped,16714.0,Rep A,2022-03-07,2022-03-18,0,Standard,BA Sur,Art supply store,Final consumer,,Upfront,2.0,10.0
1456,Account 0465,Orders,Shipped,16276.0,Rep A,2021-11-04,2021-11-12,0,Churned,Rio Negro,Workshop,Simplified regime,7.0,,5.0,1.0
1457,Account 0126,Orders,Shipped,16495.0,Rep A,2023-02-15,2023-02-17,0,Standard,CABA,Workshop,VAT registered,22.0,,11.0,5.0
1458,Account 0348,Orders,Shipped,16832.0,Rep B,2022-10-03,2022-10-14,3,Standard,San Luis,Art supply store,Simplified regime,15.0,Upfront,5.0,2.0
1459,Account 0451,Orders,Shipped,17667.0,Rep A,2023-01-04,2023-01-09,0,Standard,AMBA Norte,Art supply store,Simplified regime,15.0,Upfront,11.0,7.0
1460,Account 0409,Orders,Shipped,16700.0,Rep A,2021-11-16,2022-02-15,0,Standard,CABA,Other,Simplified regime,22.0,Upfront,17.0,53.0
1461,Account 0278,Orders,Shipped,17358.0,Rep A,2021-11-17,2022-02-15,0,Potential,Santa Fe,Paint store,VAT registered,28.0,Upfront,11.0,11.0
1462,Account 0466,Orders,Shipped,16961.0,Rep A,2021-11-19,2021-12-29,0,Churned,BA Este,Workshop,Simplified regime,7.0,,5.0,1.0
1463,Account 0439,Orders,Shipped,16313.0,Rep A,2022-06-16,2022-07-07,1,Standard,AMBA Norte,Paint store,VAT registered,15.0,Upfront,7.0,3.0
1464,Account 0234,Orders,Shipped,16536.0,Rep A,2022-06-23,2022-07-07,0,Standard,BA Este,Art supply store,Simplified regime,22.0,Upfront,8.0,11.0
1465,Account 0202,Orders,Shipped,17053.0,Rep B,2022-09-28,2022-10-17,0,Standard,BA Norte,Workshop,Simplified regime,28.0,,7.0,10.0
1466,Account 0389,Orders,Shipped,17075.0,Rep A,2022-04-22,2022-05-11,2,Standard,AMBA Sur,Art supply store,VAT registered,15.0,Upfront,12.0,12.0
1467,Account 0249,Orders,Shipped,16666.0,Rep A,2021-10-29,2021-11-05,0,Low,Cordoba,Workshop,Simplified regime,7.0,,3.0,3.0
1468,Account 0107,Orders,Shipped,16320.0,Rep A,2022-07-28,2022-08-08,0,Standard,AMBA Norte,Paint store,Simplified regime,15.0,Upfront,12.0,5.0
1469,Account 0467,Orders,Shipped,17138.0,Rep A,2022-10-13,2022-10-28,2,Standard,Santa Fe,Other,Simplified regime,7.0,Upfront,7.0,6.0
1470,Account 0430,Orders,Shipped,16202.0,Rep A,2022-11-23,2022-11-25,2,Standard,Catamarca,Art supply store,Simplified regime,15.0,Upfront,9.0,5.0
1471,Account 0468,Orders,Shipped,17465.0,Rep B,2023-04-10,2023-04-17,0,Low,BA Este,Art supply store,Simplified regime,,,6.0,6.0
1472,Account 0463,Orders,Shipped,16197.0,Rep A,2022-09-06,2022-09-23,0,Low,AMBA Norte,Art supply store,Final consumer,7.0,,4.0,4.0
1473,Account 0469,Orders,Shipped,16059.0,Rep A,2022-01-20,2022-02-03,0,Low,Santa Cruz,Art supply store,VAT registered,,Upfront,1.0,2.0
1474,Account 0132,Orders,Shipped,16702.0,Rep A,2021-11-26,2022-01-11,0,Potential,Tucuman,Art supply store,Final consumer,28.0,,30.0,9.0
1475,Account 0185,Orders,Shipped on credit,16728.0,Rep A,2022-09-05,2022-10-04,1,Key,CABA,Art supply store,VAT registered,22.0,30 days,15.0,39.0
1476,Account 0341,Orders,Shipped,16689.0,Rep B,2022-09-08,2022-10-03,2,Standard,Corrientes,Workshop,Simplified regime,7.0,,9.0,3.0
1477,Account 0295,Orders,Shipped,16503.0,Rep A,2022-11-25,2022-11-29,1,Standard,Chubut,Art supply store,Simplified regime,15.0,Upfront,10.0,5.0
1478,Account 0081,Orders,Shipped,17421.0,Rep C,2022-03-09,2022-04-19,0,Standard,AMBA Sur,Paint store,VAT registered,15.0,Upfront,10.0,6.0
1479,Account 0470,Orders,Shipped,16575.0,Rep A,2022-03-09,2022-03-18,0,Low,AMBA Sur,Art supply store,Simplified regime,7.0,Upfront,2.0,2.0
1480,Account 0323,Orders,Shipped,16534.0,Rep A,2022-08-10,2022-08-23,0,Standard,CABA,Art supply store,Simplified regime,28.0,Upfront,13.0,7.0
1481,Account 0445,Orders,Shipped,16439.0,Rep A,2023-01-03,2023-01-09,5,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,14.0,20.0
1482,Account 0471,Orders,Shipped,15830.0,Rep A,2021-10-29,2021-12-29,0,Churned,Entre Rios,Art supply store,VAT registered,28.0,,2.0,1.0
